Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
"i knew you before we met, and i don’t even know you yet",fairytiger,24165598,27 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"19,957",3,108,487,148,5570
Civilized [Podfic],greeniron,24165649,13 May 2020,Not Rated,Gen,No Archive Warnings Apply,Complete Work,English,15,1,3,8,0,184
All's Fair in Love and War,Reina1505,24165766,14 Feb 2022,Mature,"F/M, M/M, Gen",Choose Not To Use Archive Warnings,Work in Progress,English,"39,094",10,36,298,61,6998
"Cheer Up, Harry!",silvercranewrites,24165793,13 May 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,345",1,4,132,7,1228
（HP）一期一会-第10章 浓情,Alice_Leo_in_Wonderland,24165895,13 May 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"3,868",1,0,19,0,532
20 Random Facts about Remus Lupin [Podfic],greeniron,24165937,13 May 2020,Teen And Up Audiences,M/M,Major Character Death,Complete Work,English,15,1,4,6,0,66
A Lockdown Tale,Ravenclaw_Scientist,24166021,13 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,982",1,5,23,2,182
Drama in the Common Room,Fanfictionwritter12a,24166153,13 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,290",1,4,86,9,5791
Give Me Blood,droppingplanets,24166195,26 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"18,717",3,21,35,5,564
Weasley is our King,onyxjay,24166279,13 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,768,1,10,158,14,873
Messr Prongs and His King,luckbandit,24166408,24 Jan 2021,Teen And Up Audiences,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"17,391",10,26,285,38,5535
Mellon Collie and the Infinite Sadness,blackmariahlee,24166507,20 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"16,533",2,37,124,12,2620
Make Your Move,GracefulLioness,24166627,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,000",1,30,49,0,385
Story Ideas Vote (Not an actual story),MasterOfTheAster,24166693,13 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,517,1,25,4,0,134
Prefect's Bathroom,MultiverseFantasy,24166909,13 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"4,170",1,4,183,52,10666
Fun on the Hogwarts Express.,yaoiguy24,24166924,15 May 2020,Explicit,M/M,Underage,Complete Work,English,"5,912",2,10,381,49,18622
An Exception,xo_marauders,24166933,27 May 2020,Mature,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"3,837",2,6,101,12,994
A Little Surprise,Lyssandra_Med,24167029,13 May 2020,General Audiences,F/F,Choose Not To Use Archive Warnings,Complete Work,English,"2,250",1,2,52,3,1135
All I Do Is Sit And Think About You,Peachteari,24167044,13 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,761",1,1,86,3,624
Want To Be On Top?,ambivalens (madstoryteller999),24167284,13 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,962",1,95,746,125,7095
Make a wish,Lara_Kaminari,24167320,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,Español,"1,677",1,2,42,0,618
Tu l'attends quand même,Artoung,24167338,13 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Français,"6,782",1,2,21,3,310
it's in the name,regs (hatae),24167431,13 May 2020,Teen And Up Audiences,M/M,Underage,Complete Work,English,"4,008",1,13,219,20,2173
Turning Tables,SunshineScorpius,24167449,13 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"5,393",1,24,120,8,1051
To Survive All Else - Addenda & Appendices,Angeluscaligo,24167596,07 Jul 2021,General Audiences,No category,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,"22,547",21,10,17,3,1953
"[Performance of] The 12 Days of Christmas, Harry Potter Style",seeking_semperfiona,24167710,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,40,1,1,8,0,69
"Все - психи, или Изыди, сатана",Grey Stingrey (Nashevans),24167821,21 Jul 2020,Explicit,M/M,Underage,Work in Progress,Русский,"14,313",12,0,4,0,136
The Adventures of Neville Longbottom: Year one,Walking_DisasterTM (Night_Furys_Avenger1),24167989,13 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,589",1,4,21,0,77
Breeding Ground: Down a Different Hole,megamatt09,24168055,14 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,447",1,0,20,16,5953
Shredded Gossamer,chipperdyke,24168163,19 Jul 2020,Explicit,F/F,No Archive Warnings Apply,Complete Work,English,"9,533",3,10,273,23,3697
Good People and Death Eaters,BitterlyAlice,24168277,29 Dec 2021,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"23,666",6,120,438,100,8040
An Opening Entreaty,Elywyngirlie,24168298,13 May 2020,Teen And Up Audiences,F/M,Graphic Depictions Of Violence,Complete Work,English,954,1,7,101,9,1347
The Detective's Ballet,pluperfectsunrise,24168493,25 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"18,151",1,27,187,39,1989
Favorites,Livelovelupin,24168496,13 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,675",1,7,94,4,665
Dangerous Illusion,Pansmione12298765,24168649,27 Sep 2020,Mature,Multi,"Graphic Depictions Of Violence, Choose Not To Use Archive Warnings",Work in Progress,English,"8,361",6,0,25,6,1051
5 Times That Fred Weasley Cheered Hermione Granger Up And One Time That She Cheered Him Up,DaniJ,24168742,13 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"8,490",1,30,646,91,5483
et amor pax vobis,liithiium_enjjoyer,24168838,23 Jun 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"6,945",5,6,82,7,1088
The Ground,Ray_Writes,24168955,13 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,128",1,17,30,2,233
Revelio,Enchantra35,24169051,13 May 2020,General Audiences,F/F,Choose Not To Use Archive Warnings,Complete Work,English,"6,095",1,8,160,14,2030
Fates Colliding,AnotherLostSoul (orphan_account),24169189,07 Jul 2020,Explicit,"M/M, Multi",Choose Not To Use Archive Warnings,Work in Progress,English,"17,978",9,146,466,86,10644
Fred's Birthday,n0elle,24169288,13 Jun 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,929",1,0,15,2,1855
The feelings of souls,Maximonstre,24169522,14 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"6,439",1,15,182,38,1376
Not Again,KingKay,24169525,13 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"1,107",1,19,394,34,3317
The Veela's Mate,MayorHaggar,24169747,13 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"7,148",1,4,327,131,28705
Needs and Wants,willow_larkspur,24169975,13 Apr 2022,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"15,347",19,80,861,290,15469
Best Practices,hoomhum,24170050,10 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"9,120",2,46,95,25,883
I Called It,TwistedTurtle,24170056,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,166,1,0,6,0,254
Stop asking,Enfys23,24170224,13 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,386,1,2,19,0,514
The Thrill of the Chase Moves in Mysterious Ways,VeelaWings,24170242,15 Jun 2020,Explicit,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"32,567",2,82,492,166,13458
Ruined,queenchenhun,24170395,21 May 2020,Mature,F/M,Rape/Non-Con,Complete Work,English,"10,861",15,0,19,5,1754
Sorcerer's Curse,StarWritingFlute200,24170434,13 Jul 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"38,737",16,0,10,0,209
With you the sun always shines,Enfys23,24170440,13 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,430,1,0,12,1,176
The stages of missing Newt Scamander,Sipsthytea,24170443,13 May 2020,General Audiences,M/M,Major Character Death,Complete Work,English,"1,175",1,7,124,14,1912
Underdog,mxstyassasxin,24170503,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,403",1,0,17,0,395
Rocking Quidditch,Treirina,24170548,13 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,511,1,1,5,0,42
cold as stone,katotak,24170602,30 Jun 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"14,174",8,12,49,6,506
"peace, he begged",hyacinth4maria,24170764,13 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,579",1,25,249,33,1729
"Never, Forever",QueenOfTheDreamers (QueenOfDreamers),24170791,13 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,501",1,4,43,0,499
Riddle,BlackandGrey,24170872,13 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,277",1,0,1,0,58
Told You They Love You,Tortellini,24170956,27 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,126,1,3,203,6,2431
Alive,BlackandGrey,24171097,13 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,326",1,1,10,1,394
Not a Perfect Day for a Wedding,Scholastica,24171886,07 Feb 2021,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,408",2,30,114,17,1872
Work Song,LuciusIII (orphan_account),24171997,14 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"1,097",1,3,17,1,122
between two lungs it was released,aceofdiamonds,24172060,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,347",1,44,597,116,4022
Hogwarts Animation Fanfiction,NightwingEarth16,24172078,12 Nov 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"2,856",4,0,23,0,637
The Malfoy Blood Curse,orphan_account,24172372,14 May 2020,Teen And Up Audiences,"F/F, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"3,627",1,6,20,0,236
Hogwarts' Extra Credit Activities,Salacious_Sovereign,24172552,31 Mar 2022,Explicit,"F/M, F/F, Multi",Underage,Work in Progress,English,"11,226",3,19,127,71,18484
One Room Please,catchingupwiththesun,24172630,14 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"9,968",4,10,163,13,4124
The Glass Orphan,ifthemoonsmiled,24172837,08 Jun 2021,Explicit,"F/F, F/M, M/M","Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"50,187",9,155,1326,528,28278
Soft as Snow,LamiaCalls,24172957,11 Jul 2020,Teen And Up Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"5,205",1,14,78,6,692
trapped in my withering skin,MissELY,24173254,14 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,000",1,36,321,31,3466
Bone of the Father | You Will Renew Your Son,CatNip_618,24173476,20 Jun 2021,Teen And Up Audiences,Gen,Major Character Death,Work in Progress,English,"14,995",20,336,1471,339,49176
marked,mrsren,24173527,22 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,999,1,43,892,84,12479
Take a Good Look in the Mirror,IneffableHufflepuffQueen,24174148,14 May 2020,Not Rated,F/M,Major Character Death,Work in Progress,English,86,1,0,1,0,93
"Through the universes, we are always together",LaniAhava,24174187,21 May 2020,Teen And Up Audiences,Gen,Graphic Depictions Of Violence,Work in Progress,English,"4,981",3,0,26,3,435
Sors Vita,MrUkki98,24174199,21 May 2020,Mature,F/M,Major Character Death,Work in Progress,English,"9,439",4,0,28,6,622
and no one tells you where you went wrong.,chemicalpixie,24174286,15 May 2020,Mature,Gen,"Major Character Death, Graphic Depictions Of Violence",Complete Work,English,"6,342",1,15,71,7,854
Oddly Safe,fits_in_frames,24174322,18 Dec 2008,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,140,1,0,10,1,72
We Fell in Love in October,Thottybogbody,24174394,21 Sep 2020,Mature,"F/F, F/M",Choose Not To Use Archive Warnings,Complete Work,English,"4,750",4,0,38,7,688
Quidditch Family: The Trial,Phelpsgirlxxx,24174412,14 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,269",1,2,145,9,1776
I'm Going To See The Folks I Dig,Waterloo,24174466,14 May 2020,Mature,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"28,127",1,79,837,379,10155
Mind over mars,Leu (Karaii),24174571,14 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,661,1,3,35,6,335
Things Worth Doing,Nyctala,24174646,14 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,874,1,17,63,4,1482
A question of ethics,Leu (Karaii),24174838,28 Feb 2021,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,619",3,23,110,31,1036
Birthday Owls,IzzyMRDB (orphan_account),24174934,14 May 2020,Teen And Up Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"2,179",1,9,711,22,6319
Someone Who Loves You,duplicity,24174964,14 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"5,385",1,34,401,36,3197
The Ice Prince: Letting Himself Go,captaindestielbarnes,24175321,14 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,433",1,3,32,9,430
what happens now,sleeping_dragons,24175480,14 May 2020,General Audiences,"F/M, Multi","Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,586,1,0,5,1,153
Harry Potter and the Greek Gods,StarryPaws18,24175510,02 Jul 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"36,027",36,132,366,31,11683
"It's Good With You, Darling",YouWillBeWantingTeaNowISuppose,24175528,29 May 2020,Mature,M/M,Graphic Depictions Of Violence,Work in Progress,English,"6,154",4,1,26,5,993
Don't Remember Me,Just_b_natural,24175603,22 Jun 2020,Not Rated,M/M,Graphic Depictions Of Violence,Work in Progress,English,"8,214",2,3,46,8,577
Dancing in the Dark,stridermagic,24175819,14 May 2020,Teen And Up Audiences,"F/F, F/M, Gen",No Archive Warnings Apply,Complete Work,English,"7,546",1,27,1036,197,11749
D'énigmes et Guerre,macsmackeroo,24175891,19 Jul 2020,Explicit,"F/F, F/M, Gen, M/M","Graphic Depictions Of Violence, Rape/Non-Con",Complete Work,English,"142,144",31,314,378,81,19553
Payback,catchingupwiththesun,24175966,14 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"1,761",1,2,126,9,3575
Remanada Secunda,DarthImperius,24176035,13 Jun 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"9,735",5,1,4,3,247
Into a Land of Wonder,AliceInCandyland,24176158,14 May 2020,Teen And Up Audiences,M/M,Major Character Death,Complete Work,English,"11,429",1,13,215,38,3080
[Podfic] A Crown of Crimson-Gold,thatreallyextrakid,24176698,14 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,3,1,2,10,0,852
蝴蝶效应,orphan_account,24176746,14 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"23,671",8,6,43,7,1323
Liz gets to know Harry Potter (and she can't believe he saved the wizarding world),Kathi2017,24177370,09 Aug 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"31,593",16,1,13,1,615
【HP/SS】一旦戰爭結束(pre-slash),cachan,24177436,14 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"4,785",1,0,8,1,289
pudding cups,cedricsboyfriend,24177715,14 May 2020,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,909,1,2,97,6,1067
Verification,EmilyNorth,24177742,14 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"10,231",1,24,269,42,4311
The Smudge on the Wall,TatoTheDestroyer,24178330,19 Dec 2021,Teen And Up Audiences,"F/F, F/M, M/M",Major Character Death,Work in Progress,English,"3,013",2,3,48,5,696
colouring,orphan_account,24178384,14 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,622,1,15,409,22,7495
Together,The_Dark_Enchantress_Ruhi,24178576,14 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,360",1,1,37,7,411
"Sowa, eliksiry i inne dziwactwa",Filigranka,24178762,14 May 2020,Not Rated,Gen,Choose Not To Use Archive Warnings,Complete Work,Polski,103,1,0,3,1,52
R U Mine?,alicewinter_ao3,24178810,14 May 2020,Teen And Up Audiences,F/M,Graphic Depictions Of Violence,Complete Work,English,0,1,0,5,1,988
Endeavours,The_Dark_Enchantress_Ruhi,24178849,14 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,456",1,4,14,0,213
Midnight Dreamers,CaptainYellow,24179062,14 May 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,543",1,11,73,9,1494
As the dust settles,criminalmindsfan4ever,24179173,14 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"2,039",2,2,2,0,25
Nieśmiertelność,Chisek,24179176,14 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,Polski,"2,040",1,0,18,2,641
Quarantine,orphan_account,24179371,14 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"7,191",1,80,592,86,7131
HUMAN,Metismischief02,24179617,09 Dec 2020,Mature,M/M,Graphic Depictions Of Violence,Work in Progress,English,"69,710",23,41,209,43,7622
The more you know - about yourself.,orphan_account,24179647,20 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"33,783",10,12,163,39,8479
Запомни меня,Anny_Anyway,24179782,14 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,"1,839",1,0,19,1,311
The Lockdown in Spinner's End,Erin_Envoy,24179815,14 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,783,1,0,6,0,83
Laughable,Afrozentundra2,24179974,14 May 2020,General Audiences,Gen,Major Character Death,Work in Progress,English,"1,599",1,0,2,1,28
