Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary
Azkaban Days,weirdsisters99,24496930,01 Jun 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,242",1,16,1014,43,8954,"
No Archive Warnings ApplySirius Black & Severus SnapeSirius Black Severus Snape Lucius Malfoy Dementors (Harry Potter)Hurt No Comfort not yet at least Azkaban Sirius Black in Azkaban Unexpected Visitors Good Severus Snape Severus Snape Has a Heart Deep deep down Sirius Black Angst Worried Sirius Worried Snape Severus Snape is So Done Severus Snape is Bad at Feelings Sirius Black Needs a Hug Hogwarts First Year- mentioned I guess there is some comfort Slight Dumbledore Bashing Manipulative Dumbledore- implied
","
Various Snap-Shots of Sirius's time in Azkaban with visits from a very surly Severus who is very much done with his godson's various shenanigans.  They both need a break.
"
Pride Month 2020,Nonbinary_Quoiro_Disaster,24497296,03 Jun 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"1,718",2,3,21,2,284,"
Creator Chose Not To Use Archive WarningsHarry Potter/Tom Riddle Harry Potter & Tom RiddleHarry Potter Tom Riddle Fabian Prewett Gideon Prewett (Harry Potter)Alternate Universe - Law Enforcement Alternate Universe - Modern Setting Alternate Universe - Nurse Guilt Tom has a heart in this pridemonth2020 Flying Final Battle Malfoy Manor Teenage Tom Riddle POV Tom Riddle POV Harry Potter POV Alternating Rainbows Sunsets Hogwarts Chamber of Secrets Alternate Universe - Time Travel Time Travel Fix-It But nothing gets fixed its 2 in the am Im tired enjoy til later
","
Basically me following the pride month prompt calendar as best I can with Tomarry.1st - Storm: Tom is haunted by a bad day at work; The rain helps wash the guilt away.
"
The Wolf's Claim,KingErix,24497371,01 Jun 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,476",1,18,517,53,24113,"
Creator Chose Not To Use Archive WarningsRemus Lupin/Harry PotterHarry Potter Remus Lupin James Potter (mentioned)Grooming Past Underage Past Underage Sex Mpreg Werewolf Mates Knotting Dom Remus Lupin Sub Harry Potter Hairy Remus Lupin Muscular Remus Lupin Come Eating Oral Sex Rough Sex Armpit Kink Scent Kink
","
Remus has waited so long, longer than any other werewolf would have waited, but now it was time. Remus was finally ready to claim his mate for all to see and to start his pack.
"
Of Regret,Hogwarts_Riddle,24497422,01 Jun 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,141",1,2,121,8,1405,"
No Archive Warnings ApplyHermione Granger/Draco MalfoyHermione Granger Draco MalfoyHogwarts Chamber of Secrets Book 2: Harry Potter and the Chamber of Secrets Hogwarts Hospital Wing Regret Secret Crush
","
""As for me, I hope it's Granger.""Filled with regret at his own words, Draco Malfoy makes a secret trip to visit the frizzy haired bookworm in the hospital wing.
"
Camping,indivisible_soup,24497506,01 Jun 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"5,357",1,2,84,15,3400,"
No Archive Warnings ApplyHarry Potter/Ron Weasley Harry Potter & Ginny Weasley Hermione Granger & Ron WeasleyHarry Potter Ron Weasley Ginny Weasley Hermione GrangerPost-Hogwarts Bisexuality Bisexual Male Character Explicit Sexual Content Oral Sex Blow Jobs Plot What Plot/Porn Without Plot
","
Two married couples are camping together in early spring. After a rather nasty fight between Ron and Hermione, they end up switching tents, so wizards end up sleeping separate from their wives.
"
Studying and Teen Love,orphan_account,24497611,01 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,777,1,0,109,7,1042,"
No Archive Warnings ApplyDraco Malfoy/Harry PotterDraco Malfoy Harry Potter Ron Weasley Hermione GrangerExams Studying Established Relationship Draco needs attention Harry needs to concetrate Fluff Kissing
","
Harry is trying to study for his OWLs, Draco had other ideas to relieve the stress.
"
"So that’s why Charlie and Bill burned down half of Hogwarts,",Pygmypuffonacid,24497734,07 Jun 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,562",2,1,46,7,455,"
Creator Chose Not To Use Archive WarningsBill Weasley Charlie Weasley Harry Potter Ginny Weasley Ron Weasley Hermione Granger Diary Tom Riddle Goblins - Character Dragons - Character Marcus Flintthe weasley family - Freeform Drama Friendship Family Curse Breakers Dragons Alternate Universe - Canon Divergence
","
When Ginny found a enchanted diary in her school books during her first year she was so excited. She had an understanding invisible friend to talk to , a person she could tell everything to with having to worry about her family finding out. It was Marvelous, until she started blacking out.
"
Cherishing What We Have,explorerswanted,24498148,01 Jun 2020,General Audiences,Other,Major Character Death,Work in Progress,English,992,1,0,0,0,5,"
Major Character Death
","
After the war, Harry lives with the Weasleys for a time. With the gentle companionship of his found family, he starts to heal.
"
A Cold Day in Erebus,Darthkvzn,24498409,07 Sep 2020,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"4,750",2,25,332,17,5102,"
No Archive Warnings ApplyNico di Angelo/Will Solace Annabeth Chase/Percy Jackson Hades/Persephone (Percy Jackson)Nico di Angelo Hades (Percy Jackson) Annabeth Chase (Percy Jackson) Percy Jackson Will Solace Shadowmere the Thestral Nick Fury Stephen StrangeNo Harry Potter content yet except for Shadowmere the Thestral Cross-Posted on FanFiction.Net Crossover
","
A couple months after the Battle of New York, the Olympians decide they want in on the superhero business - and it seems Stephen Strange is recruiting. Why they thought to send Nico, though, he'll never know.(Now has a sequel in ""Thanatos Scowled""!)
"
The Proper Pureblood Education of Lord Potter-Black,idleside,24498472,10 Jun 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"22,796",4,55,701,243,42580,"
No Archive Warnings ApplyNarcissa Black Malfoy/Harry PotterHarry Potter Narcissa Black Malfoy Kingsley Shacklebolt Ron Weasley Hermione Granger Draco MalfoyHarry Potter Epilogue What Epilogue | EWE Pureblood Culture (Harry Potter) Pureblood Politics (Harry Potter) Death Eater Trials Harry is Lord Black Morally Grey Harry Potter Other Additional Tags to Be Added Verbal Sparring Explicit Sexual Content Sex Education Blow Jobs First Time Blow Jobs Older Woman/Younger Man Woman on Top education during sex that is Cunnilingus Rimming Anal Sex Casual Sex (in a way) Multiple Orgasms POV Alternating
","
Narcissa is lucky in many ways - luckier than her former husband (who didn't survive the war), certainly, and fortunate enough to have somehow, miraculously, seen Draco cleared of all his charges. When it comes time for her own trial, she's ready to accept time in Azkaban, as long as she can still be released some day to see her son grow into an adult. She might even have been sent there, if it wasn't for the way that the new head of her House, one Lord Potter-Black, personally intervened, with his own ideas of how she can repay her debt to society.
"
Hunting For A Cure,AlexandraO,24498526,18 Dec 2020,Mature,F/M,No Archive Warnings Apply,Work in Progress,English,"12,250",5,86,98,24,2221,"
No Archive Warnings ApplyHermione Granger/Harry PotterHarry Potter Hermione Granger Dean Thomas Susan BonesCo-workers Head Auror Harry Potter Auror Harry Potter Auror Hermione Granger Sharing a Bed Mutual Pining Corona-based fic
","
When a magical virus with no cure hits America, MACUSA puts in a request for help. Answering their call is a specialized team consisting of Harry Potter, Hermione Granger, Dean Thomas, and Susan Bones. Will they be able to put a stop to the chaos and return home, or will the virus keep them stranded in America indefinitely?
"
The Feeling of Freedom,ComeOnThrillMe,24498637,24 Nov 2020,Mature,M/M,No Archive Warnings Apply,Work in Progress,English,"21,995",9,26,116,10,2542,"
No Archive Warnings ApplyDraco Malfoy/Harry PotterDraco Malfoy Lucius Malfoy Harry Potter Tom Riddle | Voldemort Hermione Granger Ron Weasley Seamus Finnigan Dean Thomas Charlie WeasleyCharacter Study Implied/Referenced Child Abuse Hogwarts Eighth Year Homophobia Harry Potter Epilogue What Epilogue | EWE Coming Out First Time
","
Excerpt: Draco Malfoy can recall the exact moments that changed the nature of his relationship with his father forever. The day he stopped trusting the man, the day he stopped fearing the man, and the day he knew he would despise this man forever.After the war, Draco returns to Hogwarts for his eighth year along with way too many Gryffindors - one being THE Harry Potter. How will the trauma of his past impact his attempts at 'normalcy'? Can he ever be 'normal'?
"
Infinitesimal,nyxbee,24498712,06 Jun 2020,Mature,"F/F, F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"7,095",3,53,207,13,1665,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry Potter Lee Jordan/George Weasley Hermione Granger/Ron Weasley Luna Lovegood/Blaise Zabini Neville Longbottom/Blaise Zabini Luna Lovegood/Theodore Nott Pansy Parkinson/Ginny WeasleyHarry Potter Draco Malfoy George Weasley Lee Jordan Hermione Granger Ron Weasley Luna Lovegood Blaise Zabini Neville Longbottom Theodore Nott Pansy Parkinson Ginny WeasleyPast Rape/Non-con I made so many people gay I don't regret it Number Twelve Grimmauld Place Boys Kissing Asexual Harry Potter Sex Worker Draco Malfoy Past Harry Potter/Ginny Weasley Auror Harry Potter except he says sike and dips outta that real quick Fluff Humor Angst Flirting Harry is an oblivious little shit but what else is new Blaise and Luna are together for like two minutes i swear Harry Potter Epilogue What Epilogue | EWE Homophobia lee runs a coffee shop and george runs a joke shop i love them for the sake of 1 cute scene i really wanted Draco is like two (2) inches shorter than Harry
","
Infinitesimal (noun): A word that seems very large, but in fact means extremely small, proof that not all things are as they seem.Or: Harry is an asexual clueless bean who wants nothing more than to develop cures, and Draco is a sex worker with far too much trauma and a passion for potions, and they come to know each other through the language of spells, potions, dates that aren't really dates, and halfhearted insults.
"
I Blame Magic!,NicoDiAngeloLover7,24498730,06 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"11,547",2,55,902,285,13021,"
No Archive Warnings ApplyViktor Krum/Harry PotterHarry Potter Viktor Krum Viktor Krum's Father Hermione Granger Ron Weasley Arthur Weasley Fred Weasley George Weasley Molly WeasleyHarry Potter Rare Pair Bingo: Round 2 accidental magic Book 4: Harry Potter and the Goblet of Fire Not Canon Compliant - Harry Potter and the Goblet of Fire Viktor's dad is the Bulgarian Minister of Magic Viktor Krum is 17 Harry and Viktor are 3 years apart Albus Dumbledore Bashing Quidditch World Cup Bulgaria - Freeform First Kiss Triwizard Tournament Rare Pairings
","
Harry was looking forward to seeing his first National Quidditch Match, Bulgaria vs. Ireland. The last thing he expected was to get sick or have allergies start to act up. Yet he refuses to let this ruin this for him... but will it really? I don't own anything, all rights go to J.K. Rowling for the genius she is.
"
Soulless Marriage,jpena,24498901,16 Sep 2021,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"276,491",91,915,3144,582,116710,"
No Archive Warnings ApplyHermione Granger/Severus Snape Minerva McGonagall/Tom Riddle James Potter/Lily Evans Potter Lucius Malfoy/Narcissa Black Malfoy Remus Lupin/Narcissa Black Malfoy Arthur Weasley/Molly Weasley Regulus Black/Petunia Evans DursleyHermione Granger Severus Snape Tom Riddle Minerva McGonagall James Potter Lily Evans Potter Molly Weasley Arthur Weasley Ron Weasley Harry PotterTime Travel Time Travel Fix-It Alternate Universe - Canon Divergence Platonic Soulmates Good Severus Snape Severus Snape Has a Heart BAMF Hermione Granger Minor Hermione Granger/Ron Weasley Severus Snape-centric Family Feels So Married Good Tom Riddle Hurt/Comfort Fluff and Angst Sexual Roleplay Explicit Sexual Content Slow Burn
","
""We have passed all checkpoints and want to adopt Tom Riddle."" Granger said. The older woman appeared startled before she narrowed her eyes. ""Tom? But I've never filed any papers for him."" Mrs. Cole said. ""Mr. and Mrs. Snape, are you sure you wish to adopt a seven year old. Tom is rather peculiar."" ""We're sure."" Severus drawled.
"
Iguana Academy,MasterExpedition,24499015,02 Jun 2020,General Audiences,No category,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,"2,315",2,0,0,0,6,"
Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyOriginal Characters Minerva McGonagall Albus Dumbledore Gilderoy Lockhart
","
What would happen if an iguana attends Hogwarts? Most students attending the school of witchcraft and wizardry are human to some degree, yet this young iguana is determined to learn his fair share of magic despite his odd situation. He received no letter inviting him to study at the school despite having hidden magical abilities; however, he is determined to find his way onto the Hogwarts Express train, be sorted into one of the four houses, and be the first iguana to study magic. Join Norbert the Iguana as he ventures out to the world of magic!
"
Nothing Stays the Same,isabelbarret,24499054,08 Oct 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"103,045",11,256,1646,402,43104,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry PotterDraco Malfoy Harry Potter Teddy Lupin Luna Lovegood Ginny Weasley Narcissa Black Malfoy Fleur Delacour Bill Weasley Molly Weasley Hermione Granger Ron Weasley Weasley Family (Harry Potter)Auror Harry Potter Veela Draco Malfoy Veela Babysitter Draco Malfoy Falling In Love Enemies to Friends to Lovers Getting Together Bottom Draco Malfoy Top Harry Potter Quidditch Daily Prophet
","
When Luna leaves for a year for an internship in America Harry is in need of a new babysitter. That's where Draco Malfoy comes who is now a redeemed death eater, veela, and highly recommended nanny. Life only gets crazier for Harry when a new case comes to the Auror department and the Daily Prophet is printing everything that harry does. Life is never simple for Harry Potter.
"
